event_id,user_id,feature_id,event_timestamp,session_id,event_type
6143369e-8b89-433e-84bd-47a4c4f619f8,U1002,F1,2024-02-05 13:21:00,S906,complete
9f29346e-86e9-4a02-9c12-00203e3fbaa1,U1002,F2,2024-03-05 08:52:00,S102,view
356651e4-135c-42e8-8ec2-a7f0f462fd67,U1003,F5,2024-04-02 09:53:00,S701,use
4071a2f8-c037-44ed-9e9d-91564cb4a993,U1003,F1,2024-03-15 21:31:00,S986,click
cb1929c1-bcb3-488f-b429-7b2b61fcf392,U1003,F3,2024-01-20 14:34:00,S595,use
935b944d-432b-4428-bea0-c6dcd1b447ec,U1003,F2,2024-02-14 10:35:00,S881,use
a6a087a7-225d-47bf-8ad8-4d08b9594d69,U1003,F1,2024-03-10 12:29:00,S429,use
75c0aac3-b2fa-48d5-8287-d6bab5df9833,U1003,F5,2024-04-21 06:44:00,S344,use
292cc77e-a5b2-4211-a45d-31d1cef60a1e,U1003,F3,2024-03-14 12:14:00,S976,click
6891a83e-1c89-4c7d-9252-1a295d349963,U1003,F2,2024-04-09 13:02:00,S425,complete
2014b614-1c64-4440-8dd5-45c6bc710851,U1003,F4,2024-04-05 15:45:00,S930,view
db35a8f6-38fb-47b5-bf22-cdf7c181147e,U1003,F2,2024-02-18 12:42:00,S911,use
2fc513bf-7e74-4bc3-9e4b-32a78a03fb00,U1003,F5,2024-04-15 20:09:00,S607,view
451631b5-dd6d-4622-951d-41e3bbe73809,U1003,F1,2024-01-05 04:32:00,S704,complete
6cb4c4cd-b701-42b0-bc29-5ed5995f4c47,U1003,F5,2024-02-12 03:55:00,S965,click
2ff4412c-dc3c-46cf-bd42-b45d5711da2e,U1003,F4,2024-02-26 03:33:00,S567,click
efb86fae-c39f-45f6-ad54-58692b7724dc,U1003,F2,2024-01-02 23:09:00,S519,complete
76bd76e0-afe7-4ad0-8eef-b9391f43cf36,U1003,F1,2024-04-21 20:09:00,S176,click
c6cdd867-72b6-4c23-84a7-d353974748ed,U1003,F1,2024-03-01 08:21:00,S738,use
0d016c3e-f6b1-484e-ad84-d633b7750487,U1003,F5,2024-03-29 12:41:00,S182,complete
778c71c3-79d1-4ff7-b874-a78a3a3f4b41,U1003,F3,2024-04-19 10:54:00,S790,complete
bf8ae3a3-7b76-418c-9fc9-ed59137c2def,U1004,F3,2024-03-09 12:20:00,S741,use
48877280-ec4b-4685-90a5-316272863d51,U1004,F1,2024-04-01 15:55:00,S654,complete
abf7a159-b7df-429f-a127-ae9414ea128c,U1004,F5,2024-01-05 19:04:00,S340,use
6ebec04a-ebab-4528-8d91-3c01ffd21a4b,U1004,F4,2024-03-21 21:58:00,S394,view
07e359ea-1d78-4264-a6e7-6c9e069f2cb8,U1004,F3,2024-01-30 23:05:00,S544,click
d0df82c3-789c-4994-82e6-4bc108c4aaae,U1004,F3,2024-01-13 20:45:00,S993,view
ca02b4ca-7c23-46ca-b7b1-669694ba25d3,U1004,F3,2024-01-13 14:10:00,S810,click
31247223-9ea9-4c98-b2e8-9349f2b6b742,U1004,F5,2024-02-08 00:02:00,S432,view
bd2e83bf-ec10-49ac-9b31-269996dda612,U1004,F3,2024-04-11 01:18:00,S467,complete
d7b51e9f-9f13-4b87-8867-91a4c9c43c72,U1004,F3,2024-02-17 13:09:00,S350,click
8680800b-d0ab-4c8d-a316-25495b809fde,U1004,F5,2024-03-08 13:36:00,S798,use
4c2dce19-04d9-4b3d-8dfc-db520edb9ba2,U1004,F3,2024-04-11 05:10:00,S279,use
c190b240-b0aa-4274-8001-71f563fabe45,U1004,F4,2024-01-11 19:55:00,S491,complete
7f80f3bd-1bf0-4c3e-8d37-b4fc4eee0e63,U1004,F5,2024-03-20 21:15:00,S609,click
8110d121-f2d0-4211-ad9f-f5bd7840f816,U1004,F3,2024-04-26 18:09:00,S337,click
3adbd400-48e3-40ea-ab64-0391b0919df5,U1004,F1,2024-02-29 20:16:00,S570,complete
0f7a5806-0f4d-4937-bc46-c1b6b11d558b,U1004,F3,2024-02-02 21:00:00,S923,click
c367b2a0-6508-4173-a1f4-04f3c865db08,U1004,F4,2024-02-29 09:43:00,S659,click
ba793f10-09fe-4721-a58c-03384688b259,U1004,F1,2024-01-21 02:28:00,S453,complete
63d5e41d-8692-42fb-b3a5-ca5e71ad2354,U1004,F5,2024-03-16 09:40:00,S534,use
586c1d1f-185f-4c65-a116-afc41b59e0f2,U1004,F1,2024-03-29 08:29:00,S965,view
d2f45369-529f-4337-9afa-8f19ef087050,U1004,F3,2024-02-08 06:24:00,S973,complete
91aa0cf9-fb39-480e-a0e4-38469837cd19,U1004,F1,2024-03-02 03:15:00,S490,use
2dfd0802-e6f8-4157-9abb-4d0cafd78417,U1004,F4,2024-03-14 11:36:00,S402,use
a17de251-cfcc-4c6d-acac-19dd4fd4179c,U1004,F4,2024-03-30 09:01:00,S949,click
c4f9a608-e893-4b0c-884b-3dcad99c96dd,U1004,F2,2024-03-25 12:17:00,S108,click
15c50229-1b49-4df2-ba4b-6514ed4ea2a2,U1004,F4,2024-03-13 21:49:00,S862,use
1f980556-dd5a-4964-87f7-a969ef663757,U1004,F4,2024-01-07 19:47:00,S608,complete
c7642133-b540-469e-b88b-b87d2862d92e,U1004,F1,2024-04-16 09:49:00,S918,view
f2267348-0fca-45dc-b04a-1ec74a888a85,U1004,F5,2024-01-30 19:51:00,S460,use
41352985-f66a-4435-8151-c4f614701310,U1004,F2,2024-01-29 20:12:00,S735,view
ee16f52b-1a52-4859-8320-b578730a2891,U1004,F2,2024-02-02 21:48:00,S838,complete
1145e319-cf7b-488f-ac4c-e170ce00301f,U1004,F2,2024-04-08 21:43:00,S958,click
fd4a02b9-d3c0-4231-8a17-8534ff80a1f3,U1004,F1,2024-01-18 20:06:00,S742,click
bf1d6486-ca11-49ce-a8c1-9fc1c6dc52be,U1004,F5,2024-03-23 01:19:00,S907,view
290c608f-dcb6-4428-8610-593402fb71a4,U1004,F3,2024-02-26 01:37:00,S473,complete
c93ec7db-b99b-4b2a-9f4e-d7a69f4d9c98,U1004,F5,2024-04-03 04:05:00,S402,use
565a69a9-4573-4233-b505-687f7917ab45,U1005,F4,2024-04-05 13:11:00,S305,use
fb6c9d64-620e-4522-ae56-aa713ae9b3ff,U1005,F2,2024-01-17 17:56:00,S474,complete
3bdc6710-2f85-4185-b00e-0c5a8acf8169,U1005,F5,2024-03-08 16:58:00,S379,view
fa35cbc5-97fc-4fe1-abdd-7307d2a809e4,U1005,F1,2024-04-16 05:16:00,S944,use
0e1673fe-72df-4d83-9b85-87907b2e3426,U1005,F4,2024-04-30 15:51:00,S402,use
005737ad-fd8f-4ba1-b005-8e1975c14a37,U1005,F5,2024-04-05 10:51:00,S217,use
f2a715c8-9027-4823-af0e-011888fc49ef,U1005,F4,2024-02-29 02:09:00,S872,use
18f30b4d-6df2-4be0-9cf9-cd5a02f74e9f,U1005,F1,2024-01-29 21:46:00,S790,click
08ff590f-f357-430e-becb-6899ec0c61d5,U1005,F3,2024-02-20 17:23:00,S192,click
b37d98d2-9359-43b7-b7bb-f5d81fddf34f,U1005,F3,2024-04-11 12:00:00,S370,complete
10818562-8c47-4c89-b42e-6bb3d7ffb36a,U1005,F1,2024-03-09 03:29:00,S477,view
2a59053d-1397-412c-883c-087c1fc28e1c,U1005,F2,2024-03-27 23:43:00,S368,view
d76b4da2-d5ba-49f2-b326-c37bf425f0ee,U1005,F1,2024-03-15 12:52:00,S753,complete
5c7d1e69-097d-4ae2-8c4d-4debf82cbe2f,U1005,F4,2024-04-30 11:06:00,S791,view
aa1f5571-3356-439b-bf96-308ccf6220a4,U1005,F3,2024-01-30 15:01:00,S734,complete
0c9eb31c-9377-49a1-8253-0eac05935fa8,U1005,F5,2024-04-23 17:20:00,S724,view
acba9c72-8c6c-4c28-8f8d-304e93c0a932,U1005,F5,2024-01-29 20:04:00,S750,click
a97abc9b-94fe-4be2-aacb-b24944287633,U1005,F4,2024-04-15 14:58:00,S817,click
3eeebb66-09a1-492b-b010-881c1b1249ac,U1005,F1,2024-02-08 20:26:00,S219,click
6355795d-4c94-4a83-8c12-bbd01f5effff,U1005,F2,2024-01-18 01:02:00,S411,view
04ec4959-f0a5-48a0-bb67-7fa435312cf0,U1006,F2,2024-01-15 03:15:00,S650,complete
baa19271-4915-4543-b79e-485811b549c7,U1006,F1,2024-01-18 12:29:00,S479,click
e1b7f795-6751-4fa9-b51a-71f5dacc3393,U1006,F4,2024-03-26 23:44:00,S653,view
b8c59cbe-0027-4cf6-9009-34c14540b4f3,U1006,F5,2024-02-23 18:47:00,S844,click
55a3cfcc-b003-4671-914c-db403dc4feee,U1006,F1,2024-01-20 13:41:00,S201,complete
3c627a36-32b9-4cae-99e4-beb6b71f01aa,U1006,F4,2024-04-16 15:39:00,S517,use
d913ed89-e718-4972-ad0f-e7a1ba98934b,U1006,F3,2024-04-30 08:02:00,S806,view
355cfcf8-5d8d-4075-82d5-9dc81eb1a67e,U1006,F4,2024-02-17 06:28:00,S555,view
8bffc91a-159d-45d8-8492-7061463bdb36,U1006,F5,2024-01-31 11:06:00,S802,click
a7d87691-6009-42e2-9e6e-42c114e11cd3,U1006,F4,2024-02-17 17:57:00,S760,view
9f1aa918-59d6-45b8-b875-6c96367cb341,U1006,F4,2024-02-15 01:25:00,S382,use
e893d11d-3966-48a6-8860-67f8d3f269ba,U1006,F3,2024-01-25 03:54:00,S943,complete
8efee84b-c896-48ff-a4bb-e9596fa3538e,U1006,F1,2024-02-28 02:42:00,S317,click
fda58f44-77e0-4ea3-981c-650aaa9b2390,U1006,F2,2024-03-23 20:38:00,S121,complete
4763898a-94ec-4ee0-95e2-2f92d388a487,U1006,F4,2024-01-07 10:15:00,S228,complete
de764bae-02a4-4798-b43a-5a0fb5f492d6,U1006,F2,2024-04-10 18:13:00,S170,use
5b5406c5-6d5a-4634-ba3d-8be2b108aeb8,U1006,F3,2024-04-16 17:13:00,S700,use
61f63a0c-80d2-4093-ad99-c6acdb0bd733,U1006,F2,2024-01-28 07:21:00,S892,view
a1b76e1c-318d-44eb-a06f-2bdd773ef25b,U1006,F1,2024-01-19 19:00:00,S383,use
bf837f3b-7766-4d63-936c-934272701590,U1006,F1,2024-04-19 04:08:00,S653,view
ef1d4721-fd64-4ed9-9ddb-353a890429a6,U1006,F3,2024-02-02 05:07:00,S776,click
ad87cff7-d718-4fd0-b407-07041c0ca992,U1006,F4,2024-04-20 00:08:00,S115,click
b89c3b19-9a1a-4930-b813-16b473cf24c0,U1006,F4,2024-02-15 07:37:00,S431,complete
2b543a1b-4fcb-4666-ac41-e3b3be2e506c,U1006,F5,2024-01-03 05:16:00,S153,click
d11554ca-f79c-4b20-83ad-3d8076fcc3b9,U1006,F5,2024-01-17 23:26:00,S638,complete
e2ba25f7-c7a8-4aa5-8d4d-ce6c63cbaf47,U1007,F2,2024-04-05 02:30:00,S559,complete
0e3a2d66-de1d-44c7-bea4-1a166fc97780,U1007,F2,2024-04-09 11:32:00,S707,click
1afc9da1-7051-43ac-9a5d-156b47ed299d,U1007,F4,2024-01-14 14:32:00,S326,view
50b5c780-cf5c-4243-80d9-22d41a9f746e,U1007,F2,2024-03-19 01:46:00,S902,click
a06dc24a-924d-4a74-b695-991b87428f8e,U1007,F5,2024-04-26 21:33:00,S408,use
b24d72ef-1bca-44a5-a33b-84233a08557b,U1007,F4,2024-02-28 20:01:00,S162,view
90cc7168-b19b-4f38-9e18-ae5fb235de4d,U1007,F1,2024-03-02 12:27:00,S802,click
b7a5aecd-0ea1-4d87-b4f3-d041ee74646f,U1007,F1,2024-01-14 15:45:00,S554,complete
e59049aa-32b6-40e3-a93f-d5e36e0ec682,U1007,F4,2024-01-10 02:20:00,S722,click
25969b50-2401-4729-acfc-fbb651e7cd08,U1007,F5,2024-01-19 02:08:00,S381,complete
f860d283-fbe5-46f1-a366-63b55929dbae,U1007,F4,2024-03-20 20:37:00,S661,view
477a7704-a854-43ae-8bcb-728c7bb618e9,U1007,F3,2024-04-01 10:24:00,S711,complete
06453970-7b4f-46da-a97f-927a7c568a8d,U1007,F5,2024-03-08 09:29:00,S617,click
f0c7219d-17e4-42fe-9d14-360088009edb,U1008,F1,2024-02-25 03:50:00,S818,use
622211e5-44ab-4d91-bd2d-a786af88459a,U1008,F3,2024-01-15 20:41:00,S998,view
e17369ae-be4b-4ae9-b64d-237122dae382,U1008,F5,2024-04-08 17:46:00,S986,use
f361a123-6d19-4797-80c7-a7b943787043,U1008,F1,2024-01-28 13:28:00,S333,use
82210cb6-d109-4988-a0d4-1817c4219ff3,U1008,F2,2024-02-22 10:52:00,S564,complete
24347a3b-8ce6-491f-bb19-50e6b8db3133,U1008,F2,2024-02-21 13:46:00,S197,use
d038cfff-a5e8-4184-bd85-513b2f114cdd,U1008,F4,2024-02-10 13:20:00,S781,complete
f72f79f9-7505-49fb-b174-dea4a771a9cf,U1008,F4,2024-02-02 11:09:00,S803,view
413dfcc7-cfb2-4751-a440-a3d27dd7e0d7,U1008,F3,2024-04-28 15:04:00,S193,complete
0a63065f-5b0f-4db3-8888-6faf30b5e5b8,U1008,F2,2024-04-16 02:05:00,S542,use
94d0b75e-f10c-46c9-b8c9-d022e3e88a0c,U1008,F4,2024-01-13 23:47:00,S481,complete
e3661fc8-0e0d-4c97-8cc7-75de9eafbb11,U1008,F1,2024-04-13 04:35:00,S161,view
e634b884-fcf4-4513-8a2e-a6253ecfc49d,U1008,F2,2024-03-16 17:35:00,S437,view
01f81626-08f2-41f6-ba22-2deb79a885fb,U1008,F2,2024-03-26 03:26:00,S462,use
752a0736-6df6-42de-959f-3950d30baf45,U1008,F4,2024-04-21 21:48:00,S533,click
c04719c6-de56-45e2-a135-e61dfb6e4efe,U1008,F2,2024-04-21 23:03:00,S394,view
aeb7a266-46f9-458f-a181-f2875e83cf17,U1008,F1,2024-03-17 09:22:00,S206,click
570cb4a3-cd3c-4c3f-a1b9-66e55526d22b,U1008,F2,2024-03-14 16:13:00,S258,complete
07ec1956-7d15-4929-b9fe-4d839f3370fb,U1008,F1,2024-03-25 15:14:00,S967,complete
db6ffb2d-40a1-425b-aae7-2c63bf6ef23b,U1008,F5,2024-01-14 11:54:00,S669,click
156c4a26-17c4-4eba-9f07-d3695d2a8082,U1008,F2,2024-02-17 03:48:00,S385,view
418901e5-5b2b-4f11-879b-123d655a4254,U1008,F5,2024-03-14 07:51:00,S539,click
51409231-b291-4368-b8ee-7f3a175f7d98,U1008,F3,2024-04-18 17:49:00,S938,complete
05c39c51-b048-4324-bf51-b014fcf526f1,U1008,F3,2024-03-20 19:43:00,S758,click
f1a5516f-2c1d-4f5d-9c55-c7f961d35e92,U1008,F3,2024-03-12 00:38:00,S773,complete
c1667fd3-f391-4f9d-ad87-f0e96930fb0d,U1008,F5,2024-04-16 22:17:00,S129,view
0ab8bbad-6402-4f51-8473-0322b55750a0,U1008,F4,2024-01-24 08:44:00,S880,complete
2b3c8d5e-4972-4a06-bd1a-d42db734480b,U1008,F2,2024-02-09 10:22:00,S106,complete
1c6831ab-1e26-4917-8d03-2980ea830803,U1008,F1,2024-01-24 04:36:00,S773,view
a0269ed6-e42e-45f6-8aff-c53d0af73d1e,U1009,F2,2024-01-09 04:47:00,S748,complete
d2666976-bb49-4c1c-8256-0b4fbeb73531,U1009,F5,2024-01-04 02:47:00,S643,use
f1e6c13e-4d26-449d-bf41-ec59fb84bfae,U1009,F3,2024-01-28 12:26:00,S564,complete
666f1796-2c41-4e11-aa0d-da8c90961c83,U1009,F3,2024-02-13 05:23:00,S419,complete
867b63c0-a7e9-43d7-b8d8-07b6d1bdfcd3,U1009,F3,2024-04-02 10:49:00,S681,click
3e9c428f-1cbf-4a81-8450-f3fe8e96c512,U1009,F3,2024-03-17 02:56:00,S153,click
01437f3e-4e8e-4c11-aa56-cc4e40cbbf63,U1009,F1,2024-01-20 05:48:00,S732,use
96fb26d4-8004-42cc-8fab-9be0537a248e,U1009,F1,2024-01-07 21:05:00,S378,view
1ac324ea-14db-43e0-89ff-6d590d44ea16,U1009,F1,2024-02-26 21:27:00,S597,view
eabd282b-87a4-44bb-9f10-095973443319,U1009,F2,2024-03-18 14:26:00,S379,use
8c79495f-b604-4e9d-856f-773fd71238cc,U1009,F5,2024-01-28 16:07:00,S453,click
6194aa25-c410-48e2-83db-f90577ac37ba,U1009,F5,2024-02-25 03:18:00,S794,view
6460bfe5-fafd-4506-9fa0-63d4dffaa666,U1009,F5,2024-03-27 18:31:00,S639,use
ebef6faf-32d9-4008-975c-b4bd64c35df9,U1009,F1,2024-03-26 09:02:00,S325,view
05eaa386-de59-47b9-8515-656e4f1d5ee8,U1009,F5,2024-02-20 19:03:00,S107,click
0a55838a-bbaf-454b-8ca0-6fe43960c578,U1009,F3,2024-01-27 09:13:00,S885,view
88f33993-8551-449a-8d5f-9a1d16a73227,U1009,F2,2024-01-18 08:18:00,S435,click
c1332ebc-0ccf-44e5-bc8b-b0eb1e8c098b,U1009,F4,2024-01-16 00:31:00,S864,view
eabcbbdd-e2c7-40cf-98ef-3425acb3bbdb,U1009,F2,2024-02-25 05:08:00,S489,click
d4fab95b-b8ea-4975-b002-144088fad7c4,U1009,F1,2024-03-09 22:14:00,S612,view
52420f51-b098-4aeb-8ad1-81fea1bb9527,U1009,F5,2024-03-12 21:51:00,S462,complete
15cbcd40-0e43-438f-bd65-db3823ac9c17,U1009,F5,2024-01-10 12:55:00,S859,view
f546643b-9a99-4e2f-99a2-c67797ce2e72,U1010,F2,2024-02-25 00:29:00,S179,view
00e74ab7-3394-4ffc-b24f-b0c1a7fc40f7,U1010,F4,2024-04-20 10:36:00,S539,click
d727e4c5-ef78-4ea5-bdba-e7b6b3532f20,U1010,F3,2024-03-14 12:45:00,S755,complete
570a6ae2-3da1-470c-af12-a9de89453b17,U1010,F3,2024-02-23 09:07:00,S514,use
94780fa0-b470-4205-ab7b-cb53a83ae957,U1010,F3,2024-01-03 10:10:00,S920,view
65c8a03e-20f8-4839-95b7-26a5a7b891ce,U1010,F1,2024-03-20 14:53:00,S806,complete
a0d4633f-bab1-4928-8d10-6054a463759e,U1010,F1,2024-04-27 11:05:00,S547,view
ee7f029a-2f49-4e24-a2ea-76efea340ea0,U1010,F2,2024-04-18 03:15:00,S546,view
4b37cf75-6b91-4e06-aa9f-95325ab45e79,U1010,F2,2024-03-16 12:33:00,S180,view
260a0df1-2070-428c-8f14-221bb4b4efd7,U1010,F3,2024-02-20 09:47:00,S447,view
4a6fc49d-e16c-4221-b0c7-cf005fa9f011,U1010,F1,2024-01-29 10:49:00,S272,use
e595a44c-cf18-43bd-8817-7cf8df973c47,U1011,F3,2024-03-06 20:07:00,S643,click
f688bf25-def4-410f-bd22-d59bc19af2e5,U1011,F5,2024-03-06 06:57:00,S894,complete
62283178-8402-4bf4-ab92-31a5f2d16018,U1011,F3,2024-02-14 11:46:00,S938,view
8e42b6f6-fe59-49fe-ad9f-ae28bf062205,U1011,F2,2024-03-23 04:15:00,S205,complete
adab40bd-051b-48b9-91cd-4547b72f8633,U1011,F5,2024-01-19 08:12:00,S277,use
47851f2c-1e77-4ad1-a1a9-c73d7644a1d4,U1011,F2,2024-03-18 04:48:00,S877,use
4593b4b5-f512-4f75-a7ca-cafb2af08de7,U1011,F1,2024-03-24 02:11:00,S891,view
09c299dd-9d32-4086-b3a8-ddbb8f1f6a9b,U1011,F4,2024-03-21 15:29:00,S872,view
5bb0085d-f19a-4e18-b048-60fb6c3d6b2a,U1011,F3,2024-03-13 18:28:00,S797,complete
e238c96f-4fac-49a3-b06a-78282815b59b,U1011,F2,2024-04-28 18:41:00,S750,complete
51439be9-8bf3-4230-b483-bf14186aa444,U1011,F2,2024-03-20 10:55:00,S742,click
44d5af48-7b2c-4a11-bcb8-8b2cf2e3368b,U1011,F2,2024-02-10 04:28:00,S169,click
1f297a7f-8e83-47a0-9997-5f0ca3954bdb,U1012,F2,2024-02-26 20:19:00,S915,view
afda556a-4b02-4086-bca9-8dec5d8940ea,U1012,F5,2024-02-05 18:03:00,S460,view
651f3ea1-53fa-4bb6-a7f3-2ceddbe1f56e,U1012,F5,2024-03-05 02:19:00,S572,complete
